,Car Name,Brand,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
200,Renault Kwid,Renault,2016,"46,215 km",Petrol,Manual,"EMI ₹5,380/m*",₹2.42 lakh
201,Hyundai Grand i10,Hyundai,2014,"72,604 km",Petrol,Manual,"EMI ₹10,396/m*",₹3.13 lakh
202,Maruti Swift,Maruti,2015,"1,49,908 km",Diesel,Manual,"EMI ₹12,721/m*",₹3.83 lakh
203,Hyundai Grand i10,Hyundai,2015,"74,441 km",Petrol,Auto,"EMI ₹8,672/m*",₹3.29 lakh
204,Hyundai NEW SANTRO,Hyundai,2020,"34,041 km",Petrol,Manual,"EMI ₹6,567/m*",₹3.72 lakh
205,Hyundai Creta,Hyundai,2019,"53,050 km",Diesel,Auto,"EMI ₹14,045/m*",₹8.20 lakh
206,Maruti Dzire,Maruti,2019,"46,580 km",Petrol,Manual,"EMI ₹8,961/m*",₹5.08 lakh
207,Datsun Redi Go,Datsun,2018,"1,03,464 km",Petrol,Manual,"EMI ₹4,004/m*",₹1.80 lakh
208,Hyundai GRAND I10 NIOS,Hyundai,2022,"38,711 km",Petrol,Manual,"EMI ₹9,268/m*",₹5.25 lakh
209,Hyundai i10,Hyundai,2015,"82,983 km",Petrol,Manual,"EMI ₹6,847/m*",₹2.60 lakh
210,Renault TRIBER,Renault,2022,"29,516 km",Petrol,Manual,"EMI ₹9,850/m*",₹5.58 lakh
211,Ford Ecosport,Ford,2016,"1,25,300 km",Diesel,Manual,"EMI ₹11,324/m*",₹4.30 lakh
212,Maruti Ciaz,Maruti,2019,"67,226 km",Petrol,Manual,"EMI ₹10,062/m*",₹5.70 lakh
213,Hyundai Grand i10,Hyundai,2018,"67,500 km",Petrol,Manual,"EMI ₹7,026/m*",₹3.98 lakh
214,Ford Ecosport,Ford,2016,"78,987 km",Diesel,Manual,"EMI ₹12,456/m*",₹4.73 lakh
215,Maruti XL6,Maruti,2021,"60,390 km",Petrol,Auto,"EMI ₹14,143/m*",₹8.26 lakh
216,Maruti Swift Dzire,Maruti,2014,"34,273 km",Petrol,Manual,"EMI ₹11,725/m*",₹3.53 lakh
217,Hyundai Grand i10,Hyundai,2014,"28,456 km",Petrol,Manual,"EMI ₹10,031/m*",₹3.02 lakh
218,Maruti Swift,Maruti,2016,"59,872 km",Petrol,Manual,"EMI ₹7,763/m*",₹3.49 lakh
219,Hyundai Grand i10,Hyundai,2014,"75,204 km",Petrol,Manual,"EMI ₹9,931/m*",₹2.99 lakh
220,Honda City,Honda,2020,"60,811 km",Petrol,Auto,"EMI ₹15,410/m*",₹9.00 lakh
221,Maruti Baleno,Maruti,2017,"75,352 km",Petrol,Manual,"EMI ₹8,211/m*",₹4.20 lakh
222,Ford Ecosport,Ford,2016,"95,314 km",Diesel,Manual,"EMI ₹12,324/m*",₹4.68 lakh
223,Maruti Ciaz,Maruti,2016,"1,18,363 km",Diesel,Manual,"EMI ₹12,253/m*",₹4.65 lakh
224,Honda Amaze,Honda,2023,"16,246 km",Petrol,Auto,"EMI ₹12,410/m*",₹7.03 lakh
225,Renault Kwid,Renault,2018,"47,441 km",Petrol,Auto,"EMI ₹5,228/m*",₹2.96 lakh
