,car_name,brand,year_of_manufacture,distance_driven,fuel_type,transmission_type,emi,price,city
5223,Hyundai NEW I20 N LINE,Hyundai,2021,66026,Petrol,Manual,13240,750000.0,Hyderabad
5224,Ford Ecosport,Ford,2021,69997,Diesel,Manual,14069,797000.0,Hyderabad
5225,MG ASTOR,MG,2022,59449,Petrol,Auto,18646,1089000.0,Hyderabad
5226,Hyundai VENUE,Hyundai,2020,91269,Diesel,Manual,15153,885000.0,Hyderabad
5227,Audi A6,Audi,2014,66665,Diesel,Auto,36482,775000.0,Hyderabad
5228,Tata ALTROZ,Tata,2023,42679,Petrol,Manual,13204,748000.0,Hyderabad
5229,Hyundai Creta,Hyundai,2015,141651,Diesel,Auto,20759,625000.0,Hyderabad
5230,Hyundai VENUE,Hyundai,2019,84000,Petrol,Auto,14143,826000.0,Hyderabad
5231,Maruti XL6,Maruti,2020,50941,Petrol,Auto,15787,922000.0,Hyderabad
5232,Maruti Ertiga,Maruti,2024,40106,Petrol,Manual,18321,1070000.0,Hyderabad
5233,Renault Duster,Renault,2013,167058,Diesel,Manual,27810,313000.0,Hyderabad
5234,Maruti Dzire,Maruti,2017,136615,Diesel,Manual,12457,560000.0,Hyderabad
5235,Toyota Fortuner,Toyota,2014,191571,Diesel,Manual,82170,1763000.0,Hyderabad
5236,Toyota Innova Crysta,Toyota,2017,251209,Diesel,Manual,31222,1436000.0,Hyderabad
5237,Toyota Innova Crysta,Toyota,2016,159405,Diesel,Manual,39492,1528000.0,Hyderabad
5238,Ford Ecosport,Ford,2015,85037,Diesel,Manual,14282,430000.0,Hyderabad
5239,Audi Q3,Audi,2015,102655,Diesel,Auto,52742,1611000.0,Hyderabad
5240,Hyundai Verna,Hyundai,2019,92990,Diesel,Auto,14383,840000.0,Hyderabad
5241,Volvo S90,Volvo,2017,110000,Diesel,Auto,42463,1953000.0,Hyderabad
5242,Maruti FRONX,Maruti,2024,2327,Petrol,Manual,18287,1068000.0,Hyderabad
5243,Maruti XL6,Maruti,2020,106848,Petrol,Manual,19981,919000.0,Hyderabad
5244,Tata ALTROZ,Tata,2022,40433,Petrol,Auto,12710,720000.0,Hyderabad
5245,KIA SONET,KIA,2022,100670,Diesel,Manual,16683,750000.0,Hyderabad
5246,Tata Safari,Tata,2024,39869,Diesel,Auto,38354,2240000.0,Hyderabad
5247,MG ASTOR,MG,2022,43046,Petrol,Auto,19862,1160000.0,Hyderabad
5248,Hyundai VENUE,Hyundai,2021,52805,Petrol,Manual,12745,722000.0,Hyderabad
5249,Honda Amaze,Honda,2024,8427,Petrol,Auto,13715,801000.0,Hyderabad
5250,Honda CRV,Honda,2015,135734,Petrol,Auto,17907,680000.0,Hyderabad
5251,Volvo V 40,Volvo,2016,131982,Diesel,Auto,33186,1284000.0,Hyderabad
5252,Jeep Compass,Jeep,2021,116150,Diesel,Auto,41376,1903000.0,Hyderabad
5253,Hyundai NEW I20 N LINE,Hyundai,2021,42810,Petrol,Manual,13169,746000.0,Hyderabad
5254,Mahindra XUV300,Mahindra,2020,211066,Diesel,Manual,14303,643000.0,Hyderabad
5255,Hyundai Creta,Hyundai,2017,134370,Diesel,Auto,18351,844000.0,Hyderabad
5256,Tata Tiago,Tata,2021,70823,Petrol,Manual,7220,409000.0,Hyderabad
5257,Audi A4,Audi,2013,118106,Diesel,Auto,74241,840000.0,Hyderabad
5258,Audi A4,Audi,2016,74205,Diesel,Auto,38148,1476000.0,Hyderabad
5259,Honda Jazz,Honda,2016,80017,Petrol,Auto,9343,420000.0,Hyderabad
5260,Honda Brio,Honda,2013,101712,Petrol,Manual,14593,310000.0,Hyderabad
5261,Skoda KUSHAQ,Skoda,2021,40500,Petrol,Manual,14982,875000.0,Hyderabad
5262,Maruti Baleno,Maruti,2015,255720,Diesel,Manual,13651,411000.00000000006,Hyderabad
5263,MG HECTOR,MG,2020,191936,Diesel,Manual,19568,900000.0,Hyderabad
5264,Hyundai NEW SANTRO,Hyundai,2019,31593,Petrol,Manual,7697,436000.00000000006,Hyderabad
5265,CITROEN C3,CITROEN,2022,28000,Petrol,Manual,9003,510000.0,Hyderabad
5266,KIA SONET,KIA,2020,92824,Petrol,Manual,11421,647000.0,Hyderabad
5267,Toyota Glanza,Toyota,2019,81316,Petrol,Manual,9038,512000.0,Hyderabad
5268,Maruti Celerio,Maruti,2018,66188,Petrol,Manual,6549,371000.0,Hyderabad
5269,Skoda SLAVIA,Skoda,2023,26480,Petrol,Auto,18955,1107000.0,Hyderabad
5270,Skoda Rapid,Skoda,2017,100096,Diesel,Manual,12457,560000.0,Hyderabad
5271,Maruti Baleno,Maruti,2020,41716,Petrol,Manual,10468,593000.0,Hyderabad
5272,Tata Harrier,Tata,2019,111708,Diesel,Manual,21047,968000.0,Hyderabad
5273,Maruti Swift,Maruti,2024,37476,Petrol,Manual,11192,634000.0,Hyderabad
5274,KIA SONET,KIA,2021,67208,Petrol,Manual,13769,780000.0,Hyderabad
5275,Maruti Ertiga,Maruti,2015,113564,Diesel,Manual,18268,550000.0,Hyderabad
5276,Mahindra SCORPIO-N,Mahindra,2023,44694,Petrol,Auto,28252,1650000.0,Hyderabad
5277,MG ASTOR,MG,2023,21000,Petrol,Manual,15941,931000.0,Hyderabad
5278,Maruti BREZZA,Maruti,2023,32702,Petrol,Manual,18595,1086000.0,Hyderabad
5279,Audi Q3,Audi,2014,126369,Diesel,Auto,49777,1068000.0,Hyderabad
5280,Maruti XL6,Maruti,2020,94576,Petrol,Auto,17345,1013000.0,Hyderabad
5281,Maruti Alto,Maruti,2019,26511,Petrol,Manual,5119,290000.0,Hyderabad
5282,Honda Amaze,Honda,2022,45107,Petrol,Auto,11880,673000.0,Hyderabad
5283,MG HECTOR,MG,2019,131833,Diesel,Manual,22895,1053000.0,Hyderabad
5284,Toyota Glanza,Toyota,2019,101000,Petrol,Manual,12635,568000.0,Hyderabad
5285,Renault Captur,Renault,2019,27840,Diesel,Manual,11245,637000.0,Hyderabad
5286,Honda City,Honda,2012,69769,Petrol,Auto,31897,359000.0,Hyderabad
5287,Jeep Compass,Jeep,2018,130046,Petrol,Auto,17306,778000.0,Hyderabad
5288,Mahindra XUV700,Mahindra,2023,58000,Diesel,Manual,26454,1545000.0,Hyderabad
5289,KIA SELTOS,KIA,2023,47375,Diesel,Auto,28064,1639000.0,Hyderabad
5290,Toyota Innova,Toyota,2012,180725,Diesel,Manual,28064,525000.0,Hyderabad
5291,Hyundai Creta,Hyundai,2016,82953,Diesel,Auto,19750,750000.0,Hyderabad
5292,Hyundai Verna,Hyundai,2020,102554,Petrol,Manual,17395,782000.0,Hyderabad
5293,KIA SONET,KIA,2021,52712,Diesel,Manual,15941,931000.0,Hyderabad
5294,Toyota Innova,Toyota,2014,312500,Diesel,Manual,33140,704000.0,Hyderabad
5295,KIA SONET,KIA,2022,31785,Petrol,Manual,15102,882000.0,Hyderabad
5296,Maruti XL6,Maruti,2020,96803,Petrol,Auto,15547,908000.0,Hyderabad
5297,Maruti JIMNY,Maruti,2024,10608,Petrol,Auto,22739,1328000.0,Hyderabad
5298,BMW X3,BMW,2012,135377,Diesel,Auto,22739,1139000.0,Hyderabad
5299,Mahindra Thar,Mahindra,2020,33005,Petrol,Auto,17979,1050000.0,Hyderabad
5300,Honda City,Honda,2013,42309,Petrol,Manual,18829,400000.0,Hyderabad
5301,KIA SONET,KIA,2023,46557,Petrol,Manual,16352,955000.0,Hyderabad
5302,Maruti Dzire,Maruti,2017,80758,Petrol,Manual,9110,466000.0,Hyderabad
5303,Audi Q7,Audi,2016,126990,Diesel,Auto,45230,1750000.0,Hyderabad
5304,Maruti Celerio,Maruti,2022,11240,Petrol,Manual,9780,554000.0,Hyderabad
5305,Hyundai VENUE,Hyundai,2020,51254,Petrol,Manual,13240,750000.0,Hyderabad
5306,Mahindra XUV300,Mahindra,2023,21110,Petrol,Manual,14092,823000.0,Hyderabad
5307,Hyundai Creta,Hyundai,2017,41482,Petrol,Manual,15249,780000.0,Hyderabad
5308,Mercedes Benz A CLASS LIMOUSINE,Mercedes,2023,55673,Petrol,Auto,47087,2750000.0,Hyderabad
5309,Toyota Innova,Toyota,2012,250000,Diesel,Manual,47087,568000.0,Hyderabad
5310,Ford Ecosport,Ford,2013,130648,Diesel,Manual,30120,339000.0,Hyderabad
5311,Maruti S Cross,Maruti,2018,104181,Diesel,Manual,14793,665000.0,Hyderabad
5312,Hyundai Elite i20,Hyundai,2016,106246,Diesel,Manual,12930,491000.0,Hyderabad
5313,Renault Kiger,Renault,2023,42787,Petrol,Auto,12886,730000.0,Hyderabad
5314,Honda Jazz,Honda,2018,117438,Petrol,Manual,10455,470000.0,Hyderabad
5315,Maruti S Cross,Maruti,2021,84432,Petrol,Manual,12357,700000.0,Hyderabad
5316,Mahindra XUV300,Mahindra,2024,32776,Petrol,Manual,17208,1005000.0,Hyderabad
5317,Toyota Fortuner,Toyota,2018,62070,Diesel,Auto,56474,2967000.0,Hyderabad
5318,Jeep Compass,Jeep,2021,87552,Diesel,Manual,31677,1850000.0,Hyderabad
5319,Ford Ecosport,Ford,2016,46820,Diesel,Manual,16538,628000.0,Hyderabad
5320,Tata NEXON,Tata,2021,59711,Petrol,Manual,13769,780000.0,Hyderabad
5321,Skoda Laura,Skoda,2010,156633,Diesel,Manual,13769,300000.0,Hyderabad
5322,BMW 5 Series,BMW,2012,105900,Diesel,Auto,13769,1334000.0,Hyderabad
5323,KIA SONET,KIA,2021,93885,Diesel,Manual,15427,901000.0,Hyderabad
5324,Tata Tiago,Tata,2021,28906,Petrol,Manual,9162,519000.00000000006,Hyderabad
5325,Maruti S Cross,Maruti,2021,74079,Petrol,Manual,11827,670000.0,Hyderabad
5326,Maruti BREZZA,Maruti,2023,30256,Petrol,Manual,15838,925000.0,Hyderabad
5327,BMW 3 Series,BMW,2016,89206,Diesel,Auto,31196,1207000.0,Hyderabad
5328,Toyota Innova Crysta,Toyota,2017,149207,Diesel,Manual,29352,1350000.0,Hyderabad
5329,Jeep Compass,Jeep,2018,107000,Diesel,Manual,18481,850000.0,Hyderabad
5330,Hyundai Grand i10,Hyundai,2015,117794,Petrol,Auto,9480,360000.0,Hyderabad
5331,Hyundai Creta,Hyundai,2021,57768,Diesel,Manual,28389,1657999.9999999998,Hyderabad
5332,Hyundai Creta,Hyundai,2016,83050,Diesel,Auto,19750,750000.0,Hyderabad
5333,Audi Q3,Audi,2022,22997,Petrol,Auto,61692,3603000.0,Hyderabad
5334,Tata Harrier,Tata,2023,45395,Diesel,Auto,38954,2275000.0,Hyderabad
5335,Maruti S Cross,Maruti,2018,69896,Diesel,Manual,14858,760000.0,Hyderabad
5336,Maruti Ertiga,Maruti,2013,125607,Diesel,Manual,37139,418000.0,Hyderabad
5337,Renault Duster,Renault,2017,109350,Diesel,Manual,12034,541000.0,Hyderabad
5338,Toyota Corolla Altis,Toyota,2011,283234,Diesel,Manual,12034,333000.0,Hyderabad
5339,Maruti S Cross,Maruti,2018,162960,Diesel,Manual,15571,700000.0,Hyderabad
5340,MG HECTOR PLUS,MG,2023,13428,Diesel,Manual,27824,1625000.0,Hyderabad
5341,Hyundai Creta,Hyundai,2018,55535,Diesel,Manual,19091,1003000.0,Hyderabad
5342,Toyota Innova Crysta,Toyota,2018,256645,Diesel,Manual,35745,1644000.0000000002,Hyderabad
5343,Tata Safari,Tata,2021,46942,Diesel,Manual,24451,1428000.0,Hyderabad
5344,Honda City,Honda,2013,130705,Petrol,Manual,15252,324000.0,Hyderabad
5345,Mahindra XUV 3XO,Mahindra,2024,32915,Petrol,Auto,19691,1150000.0,Hyderabad
5346,Mercedes Benz E Class,Mercedes,2014,116105,Diesel,Auto,60590,1300000.0,Hyderabad
5347,Hyundai Creta,Hyundai,2021,53098,Diesel,Manual,21403,1250000.0,Hyderabad
5348,MG HECTOR,MG,2019,155324,Diesel,Manual,26330,1211000.0,Hyderabad
5349,Maruti Ertiga,Maruti,2020,137767,Petrol,Manual,18481,850000.0,Hyderabad
5350,Maruti Swift,Maruti,2018,113896,Petrol,Auto,9454,425000.0,Hyderabad
5351,Hyundai NEW I20,Hyundai,2022,28336,Petrol,Auto,14845,867000.0,Hyderabad
5352,Hyundai Verna,Hyundai,2019,54681,Petrol,Auto,15239,890000.0,Hyderabad
5353,Audi Q5,Audi,2012,158251,Diesel,Auto,15239,1110000.0,Hyderabad
5354,Hyundai i20 Active,Hyundai,2019,46830,Petrol,Manual,10998,623000.0,Hyderabad
5355,BMW 3 Series,BMW,2015,114581,Diesel,Auto,42790,1307000.0,Hyderabad
5356,Tata Aria,Tata,2011,127137,Diesel,Manual,42790,350000.0,Hyderabad
5357,MG HECTOR,MG,2022,50734,Petrol,Auto,21403,1250000.0,Hyderabad
5358,Volvo XC 90,Volvo,2012,115749,Diesel,Auto,21403,571000.0,Hyderabad
5359,Toyota Fortuner,Toyota,2013,116638,Diesel,Manual,96188,1088000.0,Hyderabad
5360,Audi A4,Audi,2015,128528,Diesel,Auto,49468,1511000.0,Hyderabad
5361,Honda City,Honda,2021,44251,Petrol,Manual,15650,914000.0,Hyderabad
5362,Hyundai i20 Active,Hyundai,2017,166323,Diesel,Manual,11968,538000.0,Hyderabad
5363,Maruti Vitara Brezza,Maruti,2020,81473,Petrol,Manual,12269,695000.0,Hyderabad
5364,Maruti FRONX,Maruti,2023,40957,Petrol,Manual,15170,886000.0,Hyderabad
5365,MG HECTOR,MG,2019,94961,Petrol,Auto,15581,910000.0,Hyderabad
5366,Volkswagen TAIGUN,Volkswagen,2022,49680,Petrol,Manual,18681,1091000.0,Hyderabad
5367,Maruti Celerio,Maruti,2017,83948,Petrol,Auto,6843,350000.0,Hyderabad
5368,Tata NEXON,Tata,2017,55478,Diesel,Manual,13658,614000.0,Hyderabad
5369,Hyundai Creta,Hyundai,2018,80115,Diesel,Auto,18444,969000.0,Hyderabad
5370,KIA SELTOS,KIA,2020,96230,Diesel,Manual,17687,1033000.0,Hyderabad
5371,Hyundai Creta,Hyundai,2016,163503,Diesel,Auto,22227,860000.0,Hyderabad
5372,KIA SONET,KIA,2023,61778,Petrol,Manual,14105,799000.0,Hyderabad
5373,BMW X1,BMW,2014,85804,Diesel,Auto,35023,744000.0,Hyderabad
5374,Honda City,Honda,2016,153263,Petrol,Auto,9454,425000.0,Hyderabad
5375,Honda ELEVATE,Honda,2023,51686,Petrol,Manual,18835,1100000.0,Hyderabad
5376,KIA SONET,KIA,2023,66392,Petrol,Manual,13240,750000.0,Hyderabad
5377,Volvo XC 60,Volvo,2015,130723,Diesel,Auto,26191,800000.0,Hyderabad
5378,Renault Koleos,Renault,2012,198452,Diesel,Auto,26191,662000.0,Hyderabad
5379,Hyundai NEW I20,Hyundai,2022,86362,Diesel,Manual,14366,839000.0,Hyderabad
5380,Maruti S Cross,Maruti,2019,157440,Diesel,Manual,14459,650000.0,Hyderabad
5381,Hyundai Elite i20,Hyundai,2015,118473,Diesel,Manual,15544,468000.0,Hyderabad
5382,MG HECTOR,MG,2021,1760000,Diesel,Manual,25004,1150000.0,Hyderabad
5383,Tata Tiago,Tata,2021,48964,Petrol,Manual,7644,433000.0,Hyderabad
5384,Mahindra XUV300,Mahindra,2022,66136,Petrol,Auto,14212,830000.0000000001,Hyderabad
5385,Maruti XL6,Maruti,2020,76383,Petrol,Auto,14760,861999.9999999999,Hyderabad
5386,Mercedes Benz E Class,Mercedes,2014,118084,Diesel,Auto,72242,1550000.0,Hyderabad
5387,Maruti Ertiga,Maruti,2021,53308,Petrol,Manual,14725,860000.0,Hyderabad
5388,MG ZS EV,MG,2024,31543,Electric,Auto,25701,1501000.0,Hyderabad
5389,BMW X5,BMW,2011,119360,Diesel,Auto,25701,1457000.0,Hyderabad
5390,Toyota URBAN CRUISER,Toyota,2021,42516,Petrol,Manual,13869,810000.0,Hyderabad
5391,Volvo V90 CROSS COUNTRY,Volvo,2020,88049,Diesel,Auto,51098,2984000.0,Hyderabad
5392,Maruti Celerio,Maruti,2017,43393,Petrol,Auto,7214,369000.0,Hyderabad
5393,Mahindra XUV300,Mahindra,2021,55198,Petrol,Auto,14126,825000.0,Hyderabad
5394,Hyundai Creta,Hyundai,2020,53293,Petrol,Manual,19691,1150000.0,Hyderabad
5395,Maruti Swift,Maruti,2023,61339,Petrol,Manual,10115,573000.0,Hyderabad
5396,Ford Ecosport,Ford,2018,120270,Diesel,Manual,15838,712000.0,Hyderabad
5397,Toyota Fortuner,Toyota,2017,205953,Diesel,Auto,52117,2397000.0,Hyderabad
5398,Volkswagen Polo,Volkswagen,2018,125976,Petrol,Manual,9387,422000.0,Hyderabad
5399,Volvo XC 60,Volvo,2012,146550,Diesel,Auto,9387,600000.0,Hyderabad
5400,KIA SONET,KIA,2023,25651,Petrol,Auto,20547,1200000.0,Hyderabad
5401,MG ASTOR,MG,2021,52079,Petrol,Auto,17979,1050000.0,Hyderabad
5402,MG HECTOR PLUS,MG,2023,104683,Diesel,Manual,25004,1150000.0,Hyderabad
5403,Maruti Vitara Brezza,Maruti,2018,82166,Diesel,Auto,14096,721000.0,Hyderabad
5404,Jeep Compass,Jeep,2018,122554,Diesel,Manual,22308,1026000.0,Hyderabad
5405,Tata Tiago,Tata,2018,59408,Petrol,Auto,7238,410000.0,Hyderabad
5406,KIA SELTOS,KIA,2022,150749,Diesel,Manual,26047,1198000.0,Hyderabad
5407,Ford Ecosport,Ford,2021,87140,Diesel,Manual,16146,943000.0,Hyderabad
5408,Toyota Fortuner,Toyota,2012,171838,Diesel,Manual,16146,950000.0,Hyderabad
5409,Mahindra XUV300,Mahindra,2020,76593,Diesel,Manual,15684,916000.0,Hyderabad
5410,Maruti Vitara Brezza,Maruti,2016,74390,Diesel,Manual,13852,526000.0,Hyderabad
5411,Audi A6,Audi,2019,30615,Petrol,Auto,62548,3653000.0,Hyderabad
5412,Mercedes Benz E Class,Mercedes,2018,74595,Diesel,Auto,45682,2400000.0,Hyderabad
5413,Mahindra XUV300,Mahindra,2021,23865,Petrol,Manual,13820,807000.0,Hyderabad
5414,Maruti Ciaz,Maruti,2022,80485,Petrol,Manual,12004,680000.0,Hyderabad
5415,Mahindra Thar,Mahindra,2021,92782,Diesel,Auto,24126,1409000.0,Hyderabad
5416,Mahindra XUV300,Mahindra,2020,46890,Diesel,Auto,14075,822000.0000000001,Hyderabad
5417,BMW X3,BMW,2017,89948,Diesel,Auto,40223,1850000.0,Hyderabad
5418,Hyundai Creta,Hyundai,2022,25327,Diesel,Manual,28252,1650000.0,Hyderabad
5419,Volvo XC 90,Volvo,2016,260885,Diesel,Auto,72471,2804000.0,Hyderabad
5420,Mercedes Benz M Class,Mercedes,2012,119863,Diesel,Auto,72471,1500000.0,Hyderabad
5421,MG HECTOR,MG,2020,85185,Diesel,Manual,21403,1250000.0,Hyderabad
5422,Jeep Compass,Jeep,2023,25524,Diesel,Manual,35067,2048000.0,Hyderabad
5423,KIA SELTOS,KIA,2021,61332,Petrol,Manual,17944,1048000.0,Hyderabad
5424,Tata Safari,Tata,2023,69436,Diesel,Auto,29194,1705000.0,Hyderabad
5425,KIA SELTOS,KIA,2019,50253,Diesel,Auto,22088,1290000.0,Hyderabad
5426,Honda ELEVATE,Honda,2023,33324,Petrol,Auto,23115,1350000.0,Hyderabad
5427,Maruti Dzire,Maruti,2017,67404,Diesel,Auto,16683,750000.0,Hyderabad
5428,Skoda Superb,Skoda,2020,100202,Petrol,Auto,51334,2361000.0,Hyderabad
5429,Toyota Innova,Toyota,2013,184472,Diesel,Manual,69036,777000.0,Hyderabad
5430,Maruti S Cross,Maruti,2018,186648,Diesel,Manual,14214,639000.0,Hyderabad
5431,KIA SONET,KIA,2023,72796,Diesel,Auto,19434,1135000.0,Hyderabad
5432,Hyundai Verna,Hyundai,2017,60362,Diesel,Manual,20960,964000.0,Hyderabad
5433,KIA SELTOS,KIA,2020,68652,Diesel,Auto,21403,1250000.0,Hyderabad
5434,Tata NEXON EV,Tata,2022,17122,Electric,Auto,19691,1150000.0,Hyderabad
5435,MG HECTOR,MG,2019,113991,Petrol,Auto,20829,958000.0,Hyderabad
5436,Mercedes Benz EQC,Mercedes,2020,86911,Electric,Auto,63353,3700000.0,Hyderabad
5437,Maruti Dzire,Maruti,2017,83587,Diesel,Auto,15616,702000.0,Hyderabad
5438,Tata Safari,Tata,2022,166300,Diesel,Manual,29352,1350000.0,Hyderabad
5439,Volvo XC 60,Volvo,2012,168126,Diesel,Auto,29352,616000.0,Hyderabad
5440,MG HECTOR,MG,2020,60000,Diesel,Manual,22122,1292000.0,Hyderabad
5441,Maruti S Cross,Maruti,2016,111653,Diesel,Manual,15405,585000.0,Hyderabad
5442,Tata Harrier,Tata,2019,109698,Diesel,Manual,21938,1009000.0,Hyderabad
5443,Volvo S60,Volvo,2018,61054,Diesel,Auto,32662,1716000.0,Hyderabad
5444,Tata NEXON EV,Tata,2022,152000,Electric,Auto,21199,975000.0,Hyderabad
5445,Hyundai i20,Hyundai,2010,195548,Diesel,Manual,21199,1068000.0,Hyderabad
5446,Skoda Superb,Skoda,2019,102255,Petrol,Auto,29744,1368000.0,Hyderabad
5447,Toyota Fortuner,Toyota,2015,136834,Diesel,Auto,37650,1150000.0,Hyderabad
5448,CITROEN C5 AIRCROSS,CITROEN,2022,93101,Diesel,Auto,45888,2680000.0,Hyderabad
5449,Skoda Laura,Skoda,2010,99556,Diesel,Auto,45888,459000.0,Hyderabad
5450,Toyota Innova Crysta,Toyota,2021,44876,Diesel,Auto,43046,2514000.0,Hyderabad
5451,Jeep Compass,Jeep,2021,60043,Diesel,Auto,30820,1800000.0,Hyderabad
5452,Tata TIAGO EV,Tata,2024,10602,Electric,Auto,13398,759000.0,Hyderabad
5453,Volvo XC 90,Volvo,2011,120289,Diesel,Auto,13398,1299000.0,Hyderabad
5454,Audi Q5,Audi,2021,21507,Petrol,Auto,92461,5400000.0,Hyderabad
5455,MG HECTOR,MG,2024,74867,Diesel,Manual,30992,1810000.0,Hyderabad
5456,MG HECTOR,MG,2019,49872,Petrol,Auto,18475,1079000.0,Hyderabad
5457,Maruti Grand Vitara,Maruti,2022,57270,Petrol,Manual,20735,1211000.0,Hyderabad
5458,Mahindra BOLERO NEO,Mahindra,2023,87098,Diesel,Manual,17722,1035000.0,Hyderabad
5459,MG HECTOR PLUS,MG,2020,88645,Petrol,Auto,19691,1150000.0,Hyderabad
5460,Tata TIAGO EV,Tata,2025,21972,Electric,Auto,17482,1021000.0,Hyderabad
5461,Porsche Cayenne,Porsche,2021,32740,Petrol,Auto,139514,8148000.0,Hyderabad
5462,MG HECTOR PLUS,MG,2020,97606,Diesel,Manual,19776,1155000.0,Hyderabad
5463,Mercedes Benz S Class,Mercedes,2019,23500,Petrol,Auto,130131,7600000.0,Hyderabad
5464,Tata Safari,Tata,2023,23741,Diesel,Auto,34125,1993000.0,Hyderabad
5465,Mercedes Benz S Class,Mercedes,2016,131190,Diesel,Auto,93044,3600000.0,Hyderabad
5466,BMW 6 Series,BMW,2018,112040,Diesel,Auto,63053,2900000.0,Hyderabad
5467,Maruti BREZZA,Maruti,2024,41828,Petrol,Manual,16866,985000.0,Hyderabad
5468,Tata NEXON EV,Tata,2022,35402,Electric,Auto,18663,1090000.0,Hyderabad
5469,Maruti Vitara Brezza,Maruti,2019,74421,Diesel,Auto,15410,900000.0,Hyderabad
5470,MG HECTOR,MG,2023,39779,Petrol,Auto,30666,1791000.0,Hyderabad
5471,Tata Harrier,Tata,2023,72648,Diesel,Auto,39570,2311000.0,Hyderabad
5472,Maruti Alto,Maruti,2020,41741,Petrol,Manual,5614,318000.0,Hyderabad
5473,Tata Safari,Tata,2021,102750,Diesel,Manual,32983,1517000.0,Hyderabad
5474,Mercedes Benz GLA Class,Mercedes,2022,73471,Diesel,Auto,51282,2995000.0,Hyderabad
5475,Hyundai ALCAZAR,Hyundai,2021,47331,Diesel,Auto,32618,1905000.0,Hyderabad
5476,Maruti S Cross,Maruti,2019,83136,Diesel,Manual,13698,800000.0,Hyderabad
5477,MG GLOSTER,MG,2021,143945,Diesel,Auto,63314,2912000.0,Hyderabad
5478,BMW X6,BMW,2013,100864,Diesel,Auto,128153,1450000.0,Hyderabad
5479,Hyundai KONA ELECTRIC,Hyundai,2022,138411,Electric,Auto,34875,1604000.0,Hyderabad
5480,Maruti S Cross,Maruti,2019,163863,Diesel,Manual,17684,795000.0,Hyderabad
5481,Tata Harrier,Tata,2019,161588,Diesel,Manual,26374,1213000.0,Hyderabad
5482,Jeep Compass,Jeep,2022,57552,Diesel,Manual,32070,1873000.0,Hyderabad
5483,Audi Q5,Audi,2022,38290,Petrol,Auto,122254,7140000.000000001,Hyderabad
5484,Tata TIAGO EV,Tata,2025,20090,Electric,Auto,16609,970000.0,Hyderabad
5485,Tata NEXON EV,Tata,2022,91582,Electric,Auto,20992,1226000.0,Hyderabad
5486,Mahindra XUV700,Mahindra,2022,102708,Diesel,Auto,43963,2022000.0,Hyderabad
5487,MG ZS EV,MG,2020,86946,Electric,Auto,19657,1148000.0,Hyderabad
5488,Skoda Superb,Skoda,2021,115573,Petrol,Auto,50638,2329000.0,Hyderabad
5489,Jeep Compass,Jeep,2023,26474,Diesel,Auto,45854,2678000.0,Hyderabad
5490,Tata Curvv EV,Tata,2024,32000,Electric,Auto,28252,1650000.0,Hyderabad
5491,Volvo XC 60,Volvo,2019,108580,Diesel,Auto,55443,2550000.0,Hyderabad
5492,Hyundai NEW I20 N LINE,Hyundai,2023,32042,Petrol,Auto,16609,970000.0,Hyderabad
5493,Hyundai KONA ELECTRIC,Hyundai,2022,95915,Electric,Auto,27276,1593000.0,Hyderabad
5494,Jeep MERIDIAN,Jeep,2022,28429,Diesel,Auto,45991,2686000.0,Hyderabad
5495,Tata TIGOR EV,Tata,2023,43862,Electric,Auto,16592,969000.0,Hyderabad
5496,Maruti Swift,Maruti,2025,4471,Petrol,Auto,18287,1068000.0,Hyderabad
5497,Mahindra SCORPIO-N,Mahindra,2022,68158,Diesel,Manual,34245,2000000.0,Hyderabad
5498,Toyota Innova Crysta,Toyota,2019,198410,Diesel,Auto,40202,1849000.0,Hyderabad
5499,MG GLOSTER,MG,2020,38204,Diesel,Auto,43097,2517000.0,Hyderabad
5500,Tata Safari,Tata,2023,34435,Diesel,Auto,33765,1972000.0,Hyderabad
5501,Volvo XC 90,Volvo,2019,132324,Diesel,Auto,87209,4011000.0,Hyderabad
5502,Volvo XC 60,Volvo,2020,77830,Diesel,Auto,61024,3564000.0,Hyderabad
5503,Nissan MAGNITE,Nissan,2021,86884,Petrol,Manual,8209,465000.00000000006,Hyderabad
5504,BMW 3 Series,BMW,2017,100373,Diesel,Auto,29004,1334000.0,Hyderabad
5505,KIA SELTOS,KIA,2020,30420,Petrol,Manual,12692,719000.0,Hyderabad
5506,Nissan Kicks,Nissan,2022,26407,Petrol,Manual,10998,623000.0,Hyderabad
5507,Hyundai Elite i20,Hyundai,2017,57934,Petrol,Manual,8407,430000.0,Hyderabad
5508,Tata Harrier,Tata,2022,37512,Diesel,Manual,26540,1550000.0,Hyderabad
5509,Maruti New Wagon-R,Maruti,2021,67600,Petrol,Manual,7591,430000.0,Hyderabad
5510,Jeep Compass,Jeep,2020,55930,Diesel,Auto,27190,1588000.0,Hyderabad
5511,Maruti Alto K10,Maruti,2022,59918,Petrol,Manual,7008,397000.0,Hyderabad
5512,Maruti Baleno,Maruti,2018,37600,Petrol,Manual,9038,512000.0,Hyderabad
5513,Hyundai Grand i10,Hyundai,2014,112640,Diesel,Manual,13651,290000.0,Hyderabad
5514,Renault TRIBER,Renault,2021,68368,Petrol,Manual,8826,500000.0,Hyderabad
5515,Jeep Compass,Jeep,2024,12343,Diesel,Manual,29810,1741000.0,Hyderabad
